first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
756.686,1860.686,756.686,2,20.047
759.292,1866.292,759.292,3.5,18.161
756.724,1506.724,756.724,2.5,18.304
758.02,1508.02,758.02,3,21.239
758.774,1864.774,758.774,3,22.791
758.02,1508.02,758.02,2,22.152
758.238,1853.238,758.238,0,18.002
