first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
761.126,1868.126,761.126,3.5,26.257
761.414,1867.414,761.414,3,28.572
761.414,1868.414,761.414,3.5,25.655
761.016,1867.016,761.016,3,26.617
760.514,1510.514,760.514,1.5,27.388
759.982,1864.982,759.982,2.5,24.605
756.972,1506.972,756.972,3,26.731
