first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
758.387,2003.899,758.387,0,11.12
757.516,2002.524,757.516,0,9.835
758.144,1959.76,758.144,30,10.721
758.043,1508.978,758.043,0,8.775
758.514,1960.402,758.514,14,10.926
758.279,1509.234,758.279,0,11.288
756.461,1507.256,756.461,0,9.676
