first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
757.912,37054.037,1447.57,88.5,10.322
759.069,36934.625,1465.216,47.5,12.067
760.048,37475.154,1479.103,91,11.416
758.722,37024.485,1489.031,50.5,10.301
759.04,37534.635,1492.351,46,13.532
762.994,35263.486,1473.799,45,12.509
759.614,36814.959,1479.309,46.5,12.645
