first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
764.11,32446.237,1299.651,45.5,14.001
761.501,32595.263,1308.444,56.5,16.927
761.352,32746.757,1304.793,74.5,12.543
760.868,32603.133,1290.164,47,13.884
761.304,32589.685,1244.085,50.5,12.306
765.682,32587.734,1271.146,47.5,13.312
763.152,32288.196,1268.68,56.5,15.407
