first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
759.689,226215.307,7886.343,409.5,11.586
762.14,226219.031,8627.352,465.5,11.649
758.855,226223.658,8671.559,410.5,9.171
758.678,226214.742,8629.29,379,11.365
758.938,226068.826,8549.57,402.5,11.196
759.322,226214.726,8557.442,458.5,10.905
760.629,226216.272,8732.178,490,11.212
