first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
762.866,146197.818,6750.056,280.118,12.831
766.056,146347.796,6661.309,294.049,10.976
761.296,146342.699,6635.423,303.389,11.595
760.316,146346.889,6691.923,347.945,10.357
761.901,146343.908,6709.85,326.184,11.807
760.229,146347.682,6916.227,409,11.509
762.089,146381.362,6805.115,351.627,9.941
