first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
757.308,226212.472,7859.372,409.5,9.068
758.874,226215.259,8517.849,446,7.963
758.011,226213.964,8533.949,381.5,9
757.534,226062.679,8573.131,431,9.11
761.752,226068.554,9019.075,398.714,9.127
759.641,226066.525,8669.839,493,10.513
759.179,226213.363,8716.762,406,9.751
