first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
12161.188,13310.188,12161.188,23.5,293.434
12157.138,13388.138,12157.138,16.216,282.655
12160.648,13396.648,12160.648,13,270.414
12157.812,13433.812,12157.812,14,289.307
12160.178,13429.178,12160.178,19.5,277.819
12157.474,13355.474,12157.474,21,286.452
12161.362,13465.362,12161.362,25.5,257.122
