first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
6608.418,7433.418,10971.581,2.5,5848.516
6608.73,7433.73,10898.452,9.5,5803.413
6611.166,7436.166,11306.014,8.5,6077.34
6611.336,7436.336,11318.635,7,6094.212
6611.04,7361.04,11060.2,4,5923.999
6613.67,7438.67,11146.074,12.5,5956.29
6613.792,7363.792,11181.693,10,6001.496
