first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
757.319,12040.586,757.319,4,9.585
756.529,12037.938,756.529,15.5,8.008
757.539,12046.446,757.539,2,9.443
756.907,12042.737,756.907,2,10.183
758.85,12044.65,758.85,7.5,12.675
757.619,12039.187,757.619,7,9.677
757.905,12039.928,757.905,32,9.878
