first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
758.708,39004.434,1973.273,72.5,11.279
758.096,37204.466,1878.895,85,8.933
757.258,39393.697,1763.218,52,10.338
760.121,38735.167,1770.216,58.5,11.385
758.585,39184.404,1729.336,90.5,10.464
761.021,38645.614,1713.533,42,10.722
759.161,38674.677,1805.4,40,10.333
