first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
756.814,12184.546,756.814,4,9.311
757.805,12042.672,757.805,2,9.48
756.942,12043.109,756.942,3,9.545
759.9,12041.387,759.9,7.5,9.336
756.728,12040.581,756.728,15.5,9.922
756.7,12037.991,756.7,1.5,9.557
756.391,12034.081,756.391,0.5,7.433
