first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
759.275,12914.27,792.208,4.5,10.903
759.659,12915.108,764.951,9.5,8.979
757.891,12913.142,757.891,9,7.941
758.259,12763.3,758.259,9,9.623
759.437,12914.885,766.699,9,10.125
758.244,12914.132,927.337,8.5,10.038
758.366,12913.257,769.491,0,8.845
