first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
764.76,1665.72,764.76,10.5,11.549
767.565,1668.717,767.565,15,11.495
763.022,1666.67,763.022,12.5,12.278
765.401,1666.865,765.401,61,16.649
759.523,1661.377,759.523,33,11.866
766.334,1667.822,766.334,9,12.227
762.513,1561.769,762.513,14.5,13.149
