first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
4812.584,5486.584,4812.584,5.5,90.899
4808.814,5488.814,4808.814,5.5,94.807
4808.138,5670.138,4808.138,5.5,93.579
4810.466,5935.466,4810.466,5,89.719
4809.576,5637.576,4809.576,6,92.072
4808.598,5486.598,4808.598,5,94.61
4821.472,5661.472,4821.472,5.5,95.782
