first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
16659.948,17787.948,16659.948,99.5,301.62
16657.984,17762.984,16657.984,61,296.069
16657.744,17765.744,16657.744,86,294.084
16657.678,17785.678,16657.678,73.5,317.736
16669.02,17800.02,16669.02,87,318.142
16665.222,17797.222,16665.222,76.5,317.143
16659.988,17788.988,16659.988,90.5,321.114
