first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
2709.92,3459.92,2709.92,10,611.094
2709.89,3684.89,2709.89,3.5,635.671
2710.504,3685.504,2710.504,6.5,615.241
2709.658,3459.658,2709.658,7,624.822
2707.438,3682.438,2707.438,3.5,603.677
2709.444,3684.444,2709.444,6,615.272
2710.614,3460.614,2710.614,3.5,593.859
