first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
780,1530,780,6,147.201
762.604,1512.604,762.604,12.5,48.777
765.396,1515.396,765.396,14.5,53.926
763.234,1513.234,763.234,7.5,49.815
762.986,1872.986,762.986,5,44.156
768.278,1518.278,768.278,33,43.704
765.91,1515.91,765.91,10.5,42.206
