first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
2707.994,3457.994,2707.994,5,836.921
2710.71,3460.71,2710.71,7.5,748.066
2715.12,3465.12,2715.12,10,716.784
2708.554,3458.554,2708.554,5,684.807
2708.598,3458.598,2708.598,4.5,678.115
2711.798,3898.798,2711.798,6,668.837
2710.22,3460.22,2710.22,13,655.321
