first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
4662.374,5487.374,6449.868,6,3186.375
4661.214,5411.214,6354.384,11.5,3041.593
4662.62,5412.62,6158.518,19.5,2971.469
4661.53,5411.53,6309.677,11.5,3075.661
4661.818,5411.818,6174.395,13.5,2994.78
4658.652,5408.652,6189.811,8.5,2994.605
4659.982,5409.982,6102.143,7.5,2942.549
