first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
7064.876,8046.876,7064.876,13,385.526
7062.766,8250.766,7062.766,0.5,349.413
7056.556,7716.556,7056.556,13.5,460.668
7059.602,7809.602,7059.602,4.5,304.49
7059.664,8165.664,7059.664,5,359.626
7057.044,7803.044,7057.044,1.5,325.794
7059.876,8225.876,7059.876,0,353.028
