first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
913.048,10548.975,913.048,190.5,12.017
908.684,10542.387,908.684,186.5,9.02
910.138,10545.238,910.138,217.5,9.851
909.51,10544.732,909.51,186.5,10.112
910.928,10550.601,910.928,178.5,9.057
909.07,10541.404,909.07,207.5,11.171
911.544,10548.773,911.544,193.5,11.272
