first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
917.758,8159.795,917.758,165,13.261
911.16,8142.636,911.16,175.5,15.549
914.432,8150.236,914.432,183.5,12.701
915.028,8165.334,915.028,166,10.605
913.89,8145.409,913.89,178,12.738
915.578,8145.891,915.578,178.5,13.663
915.394,8157.151,915.394,209.5,14.776
