first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
908.56,4820.909,908.56,73,9.664
909.292,4821.407,909.292,61.5,9.852
909.6,4823.696,909.6,61.5,9.644
908.48,4820.124,908.48,73.5,9.361
909.644,4822.91,909.644,63,10.662
908.026,4819.7,908.026,48.5,11.31
909.582,4821.256,909.582,44,11.043
