first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
911.222,10548.737,911.222,264,11.71
908.974,10544.756,908.974,207,9.922
908.416,10542.297,908.416,241,8.377
908.362,10542.333,908.362,221.5,8.526
911.574,10544.117,911.574,245.5,9.019
910.85,10542.641,910.85,288.5,10.91
909.828,10550.05,909.828,204,10.805
