first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
2707.94,3457.94,2707.94,3.5,216.229
2713.956,3884.956,2713.956,0,196.682
2711.476,3686.476,2711.476,4,177.132
2714.962,3898.962,2714.962,4.5,180.659
2712.494,3687.494,2712.494,3,195.531
2714.15,3464.15,2714.15,5.5,192.272
2720.608,3908.608,2720.608,6.5,211.88
