first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
10511.636,11486.636,10511.636,7,1605.161
10507.616,11632.616,10507.616,13,1493.452
10509.488,11409.488,10509.488,8,1578.319
10507.838,11482.838,10507.838,7,1493.783
10507.99,11482.99,10507.99,5.002,1468.185
10511.192,11336.192,10511.192,14.5,1471.564
10510.702,11485.702,10510.702,18.824,1424.675
