first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
758.376,1658.742,758.376,31,12.115
761.939,1662.137,761.939,3,10.715
759.368,1660.562,759.368,6.5,14.089
758.077,2151.869,758.077,0,7.946
760.301,1661.879,760.301,8,12.12
759.715,1661.269,759.715,32,11.699
760.36,1660.438,760.36,7.5,10.025
