first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
760.862,1662.206,760.862,10.5,14.858
765.709,1667.353,765.709,6.5,17.476
762.021,1662.021,762.021,12.5,16.284
760.332,1661.346,760.332,38.5,8.508
762.561,1564.538,762.561,11.5,14.331
759.456,1660.824,759.456,11,12.335
761.867,1560.893,761.867,33,14.136
