first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
759.27,1660.248,759.27,10,12.084
758.418,2151.201,758.418,0,10.595
759.638,1661.294,759.638,7.5,9.223
760.667,1661.927,760.667,8,12.063
760.731,1662.009,760.731,8,11.666
759.476,1659.608,759.476,7,8.575
758.072,1999.712,758.072,0,9.532
