first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
758.012,1508.012,758.012,7,30.269
763.404,1513.404,763.404,9,44.73
769.188,1560.188,769.188,6,45.137
762.074,1512.074,762.074,6,39.922
761.926,1511.926,761.926,11,41.203
762.63,1512.63,762.63,8.5,42.475
761.336,1511.336,761.336,6.5,40.612
