first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
920.868,13649.827,920.868,302.5,10.435
913.905,13615.961,913.905,324.5,11.171
912.666,13627.203,912.666,263.5,8.631
908.947,13605.92,908.947,255,9.328
911.186,13610.273,911.186,258,10.256
909.388,13602.051,909.388,256.5,9.371
908.814,13602.335,908.814,278,12.182
