first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
910.84,4910.243,910.84,65,9.618
909.689,4906.487,909.689,87,11.349
909.511,4903.676,909.511,64,10.098
909.421,4888.289,909.421,79.5,9.235
910.175,4911.747,910.175,62.5,11.537
908.551,4916.18,908.551,71,9.142
908.902,4901,908.902,65,9.804
