first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
761.484,226216.902,8414.088,393.851,10.323
760.986,226215.984,8528.322,511,9.134
759.236,226214.388,8553.842,419.5,12.335
758.528,226064.484,8653.501,441,10.803
759.986,226215.478,8514.836,441.067,10.029
763.235,226219.666,8707.026,478,11.749
761.618,226236.839,8570.976,385.691,10.454
