first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
14108.83,15311.202,14108.83,25.5,228.468
14106.978,15224.978,14106.978,64.5,232.274
14106.654,15374.654,14106.654,27.5,230.73
14108.664,15311.036,14108.664,24.834,232.164
14112.1,15236.1,14112.1,41,246.021
14113.876,15230.876,14113.876,26.531,247.664
14110.044,15219.044,14110.044,67,243.583
