first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
910.37,6564.402,910.37,90,10.344
911.503,6574.492,911.503,88,9.914
907.913,6565.173,907.913,80,12.457
911.01,6560.679,911.01,82.5,12.164
908.622,6571.262,908.622,99.5,12.234
916.829,6555.029,916.829,89,13.064
911.328,6555.321,911.328,128,9.271
