first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
917.02,8379.121,917.02,159,16.203
910.367,8364.435,910.367,166.5,13.263
912.356,8355.171,912.356,134.5,13.318
910.754,8366.104,910.754,134.5,12.24
911.052,8352.285,911.052,164,10.935
913.579,8374.454,913.579,137.5,14.551
909.513,8372.606,909.513,136,11.656
