first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
910.344,4912.259,910.344,56,9.914
910.618,4919.79,910.618,95,11.263
909.088,4901.032,909.088,50.5,10.057
908.734,4890.36,908.734,54,10.768
914.647,4879.532,914.647,71,10.519
909.66,4907.201,909.66,86,9.757
910.497,4889.903,910.497,55,9.336
