first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
763.127,1965.263,763.127,14,14.842
762.287,1512.852,762.287,0.5,13.374
761.508,1661.508,761.508,0,12.775
759.562,1510.262,759.562,1.5,14.66
763.414,1514.184,763.414,0,14.719
761.726,1512.516,761.726,0,9.678
759.451,1509.806,759.451,0,10.916
