first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
777.354,1377.842,777.354,4,22.302
764.809,1516.364,764.809,3,16.719
765.623,1517.218,765.623,3,16.349
768.554,1519.744,768.554,4.5,15.158
775.519,1376.499,775.519,6.5,16.376
762.56,1513.84,762.56,2.5,13.728
769.27,1370.182,769.27,2,11.334
