first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
760.336,1510.336,760.336,4.5,31.482
763.184,1513.184,763.184,6,38.321
766.708,1516.708,766.708,5.5,31.596
762.526,1512.526,762.526,11.5,55.029
760.686,1510.686,760.686,8.5,57.864
761.746,1511.746,761.746,8.5,29.282
765.978,1930.978,765.978,12,41.851
