first-contentful-paint,largest-contentful-paint,speed-index,total-blocking-time,server-response-time
758.328,1508.328,758.328,6,38.135
757.518,1507.518,757.518,2.5,32.885
757.584,1875.584,757.584,9,32.187
756.736,1874.736,756.736,9,34.472
756.568,1862.568,756.568,3,25.871
762.368,1512.368,762.368,5.5,26.326
757.602,1507.602,757.602,7,27.51
